tweet,tweet_is_directed_at,emotion,character_count,word_count,is_tweet_negative,is_apple,number_of_mentions,hashtags_count,average_word_length
"""Google's privacy policies make my blood boil, enough is enough!""",Google,negative,70,10,1,0,0,0,6.4
"""iCloud backup is a spectacular failure, what were they thinking!""",iCloud,negative,70,10,1,1,0,0,6.4
"""Apple Music's recommendations, the worst I've ever experienced!""",Apple Music,negative,64,8,1,1,0,0,7.3
"""Apple Music's playlist is nothing short of catastrophic!""",Apple Music,negative,54,7,1,1,0,0,6.8
"""Google's data mining is downright invasive! Enough already!""",Google,negative,61,8,1,0,0,0,6.6
"""The MacBook Pro's keyboard is an absolute calamity!""",MacBook Pro,negative,52,7,1,1,0,0,6.6
"""Pixel's camera quality is pitiful! Pathetic attempt, Google!""",Pixel,negative,58,7,1,0,0,0,7.2
"""My iPhone's battery is perpetually drained! Ridiculous!""",iPhone,negative,49,6,1,1,0,0,7.1
"""Google Maps, the embodiment of inconsistency! Exasperating!""",Google Maps,negative,60,7,1,0,0,0,7.8
"""Siri's voice recognition is deplorable! Utterly abysmal!""",Siri,negative,54,6,1,1,0,0,7.8
"""YouTube's incessant ads make me livid! It's unbearable!""",YouTube,negative,57,8,1,0,0,0,6.4
"""Gmail's UI is the epitome of confusion! Infuriating!""",Gmail,negative,54,7,1,0,0,0,6.8
"""iCloud's storage pricing is pure extortion! Disgraceful, Apple!""",iCloud,negative,65,8,1,1,0,0,7.1
"""The Google Assistant is as effective as a brick wall! Useless!""",Google Assistant,negative,68,10,1,0,0,0,6
"""Apple's 'innovations' are laughable at best! Ludicrous!""",Apple,negative,54,6,1,1,0,0,8
"""The Play Store is a cesspool of junk apps! Revolting!""",Play Store,negative,57,8,1,0,0,0,6.1
"""The iPad's touch sensitivity is shocking! Abject failure!""",iPad,negative,57,7,1,1,0,0,7.4
"""Google Drive's sync issues are beyond maddening! Absurdity!""",Google Drive,negative,62,7,1,0,0,0,7.9
"""Apple Watch's tracking accuracy is farcical! An absolute joke!""",Apple Watch,negative,64,9,1,1,0,0,6.2
"""Android's software updates are as stable as a house of cards! Ridiculous!""",Android,negative,78,12,1,0,0,0,5.8
"""Google Chrome, the embodiment of inefficiency! Exasperating!""",Google Chrome,negative,63,6,1,0,0,0,9.3
"""The iMac's pricing is daylight robbery! Unconscionable!""",iMac,negative,53,6,1,1,0,0,7.8
"""YouTube's comment section is a toxic wasteland! Appalling!""",YouTube,negative,60,7,1,0,0,0,7.8
"""Safari's load speed makes me want to pull my hair out!""",Safari,negative,57,10,1,1,0,0,5
"""Google's captcha puzzles are the absolute pits! Infuriating!""",Google,negative,63,8,1,0,0,0,7
"""AirPods charging case has the longevity of a mayfly! Pathetic!""",AirPods,negative,64,9,1,1,0,0,6.3
"""Google Photos' compression is an affront to photographers! Atrocious!""",Google Photos,negative,73,9,1,0,0,0,7.3
"""Apple's customer service is an absolute nightmare! Disastrous!""",Apple,negative,62,7,1,1,0,0,7.8
"""The Google Assistant is an absolute disaster!""",Google Assistant,negative,51,6,1,0,0,0,7.3
"""Apple's constant updates are driving me insane!""",Apple,negative,48,6,1,1,0,0,7
"""I am seriously fed up with my iPhone's poor battery life!""",iPhone,negative,63,10,1,1,0,0,5.3
"""Why does Chrome take up so much RAM? It's ridiculous!""",Chrome,negative,56,10,1,0,0,0,4.6
"""My MacBook's fan sounds like a freaking jet engine!""",MacBook,negative,52,8,1,1,0,0,5.6
"""I've had it with Gmail's terrible spam filters!""",Gmail,negative,49,7,1,0,0,0,6
"""AirPods keep disconnecting. Apple, your QC is a joke!""",AirPods,negative,53,8,1,1,0,0,5.9
"""Google Maps has the most useless traffic updates!""",Google Maps,negative,51,7,1,0,0,0,6.4
"""This iPad Pro is overpriced for what it is. Absolute rip-off!""",iPad Pro,negative,65,11,1,1,0,0,4.9
"""YouTube's ads are incredibly intrusive. It's exasperating!""",YouTube,negative,58,7,1,0,0,0,7.3
"""Android's fragmentation is an absolute nightmare! Unbelievable!""",Android,negative,61,6,1,0,0,0,8.8
"""Why does Safari freeze so often? Unbearable!""",Safari,negative,43,6,1,1,0,0,6.2
"""Google Drive's upload speeds are a complete joke!""",Google Drive,negative,52,7,1,0,0,0,6.4
"""Apple's iOS updates always cause more problems than they fix!""",iOS,negative,63,10,1,1,0,0,5.3
"""Pixel's poor build quality is completely unacceptable!""",Pixel,negative,55,7,1,0,0,0,7
"""Can't stand iTunes. It's the worst piece of software!""",iTunes,negative,52,8,1,1,0,0,5.5
"""Why does Google Photos compress images so much? Unforgivable!""",Google Photos,negative,65,9,1,0,0,0,6.1
"""Apple Watch's heart rate monitor is wildly inaccurate!""",Apple Watch,negative,57,7,1,1,0,0,7.1
"""Google's privacy invasion is seriously out of control!""",Google,negative,56,7,1,0,0,0,7
"""This new iOS update has bricked my phone. Outrageous!""",iOS,negative,53,9,1,1,0,0,4.9
"""Google's customer service is a total nightmare!""",Google,negative,46,6,1,0,0,0,6.8
"""Apple's pricing is simply astronomical. Complete robbery!""",Apple,negative,55,6,1,1,0,0,7.5
"""Pixel's battery life is downright pitiful!""",Pixel,negative,42,6,1,0,0,0,6
"""iCloud's storage fees are nothing short of a scam!""",iCloud,negative,54,8,1,1,0,0,5.9
"""YouTube's algorithm is beyond broken. It's infuriating!""",YouTube,negative,54,6,1,0,0,0,8
"""Why is Chrome so gluttonous on resources? Ridiculous!""",Chrome,negative,53,7,1,0,0,0,6.5
"""I feel ripped off every time I see my iPhone's battery drain!""",iPhone,negative,66,11,1,1,0,0,5
"""I swear Google Drive is the slowest cloud storage on the planet!""",Google Drive,negative,66,10,1,0,0,0,5.6
"""Apple's repair prices are a joke! It's daylight robbery!""",Apple,negative,58,8,1,1,0,0,6.3
"""I can't stand Android's glitchy updates! Enough is enough!""",Android,negative,57,8,1,0,0,0,6.1
"""Who designed the iOS interface? It's totally unintuitive!""",iOS,negative,55,7,1,1,0,0,6.9
"""Google Assistant's responses are so far off base it's laughable!""",Google Assistant,negative,70,9,1,0,0,0,6.7
"""Apple Music's recommendations are consistently off! What's up with that?""",Apple Music,negative,75,9,1,1,0,0,7.2
"""Why is the Google Pixel's camera quality so abysmal?""",Google Pixel,negative,56,8,1,0,0,0,6
"""The MacBook Air is a nightmare to type on, horrible keyboard!""",MacBook Air,negative,64,9,1,1,0,0,6.1
"""Google Maps' navigation is horribly inaccurate! Got me lost again!""",Google Maps,negative,67,9,1,0,0,0,6.7
"""Apple's iCloud is so hard to navigate, it's a total mess!""",iCloud,negative,61,10,1,1,0,0,5.5
"""Google's data collection policies are so invasive, it's scary!""",Google,negative,64,8,1,0,0,0,7
"""I can't believe the outrageous price of the iPad Pro!""",iPad Pro,negative,56,8,1,1,0,0,6
"""The user interface on Google's Pixel is laughably bad!""",Google Pixel,negative,59,8,1,0,0,0,6.6
"""Apple Watch's fitness tracking is abominably inaccurate!""",Apple Watch,negative,57,6,1,1,0,0,8.2
"""Google Drive's upload speeds make me want to scream!""",Google Drive,negative,56,7,1,0,0,0,7.1
"""My iPhone's screen is so unresponsive it drives me nuts!""",iPhone,negative,59,9,1,1,0,0,5.8
"""I've had it with the spam in my Gmail inbox!""",Gmail,negative,46,9,1,0,0,0,4.3
"""The iOS App Store's prices are simply scandalous!""",iOS App Store,negative,52,6,1,1,0,0,7.7
"""Why is Google's privacy policy such a confusing mess?""",Google,negative,56,7,1,0,0,0,7
"""Apple's lack of innovation lately is just plain sad!""",Apple,negative,54,8,1,1,0,0,5.9
"""I'm fed up with Siri's inaccurate voice recognition!""",Siri,negative,51,7,1,1,0,0,6.4
"""The battery life on this Google Pixel is atrocious!""",Google Pixel,negative,55,8,1,0,0,0,6
"""AirPods are ludicrously overpriced, it's unacceptable!""",AirPods,negative,51,5,1,1,0,0,8.8
"""This Apple device is like a black hole for my time!""",Apple,negative,51,9,1,1,0,0,4.9
"""Google Maps couldn't even get me to my own house!""",Google Maps,negative,53,9,1,0,0,0,5.1
"""Fuming at this overpriced piece of Apple tech!""",Apple,negative,45,6,1,1,0,0,6.3
"""Every time I use this Google software I want to tear my hair out!""",Google,negative,67,12,1,0,0,0,4.9
"""If Apple's updates take any longer I'll have aged a year!""",Apple,negative,60,10,1,1,0,0,5.2
"""Google's tech support? More like tech torture!""",Google,negative,46,7,1,0,0,0,5.6
"""Every time I unlock my phone I have to deal with this awful Apple interface!""",Apple,negative,82,13,1,1,0,0,5.3
"""Does Google even test their products before releasing them?""",Google,negative,61,9,1,0,0,0,5.8
"""I've got a bone to pick with whoever designed this Apple software!""",Apple,negative,64,10,1,1,0,0,5.6
"""Seething at how difficult Google makes simple tasks!""",Google,negative,52,7,1,0,0,0,6.6
"""Apple's updates are like a hydra - fix one problem and two more spring up!""",Apple,negative,81,13,1,1,0,0,5.4
"""Google's privacy policy makes me see red!""",Google,negative,42,6,1,0,0,0,6
"""This Apple device isn't worth the packaging it came in!""",Apple,negative,55,9,1,1,0,0,5.2
"""Why must Google complicate things that should be simple?!""",Google,negative,58,8,1,0,0,0,6.3
"""Apple's battery life is a complete letdown!""",Apple,negative,44,6,1,1,0,0,6.3
"""Google's app store is a labyrinth of junk!""",Google,negative,43,7,1,0,0,0,5.1
"""This Apple software makes me want to scream!""",Apple,negative,43,7,1,1,0,0,5.3
"""Is it too much to ask for a Google device that doesn't crash?""",Google,negative,60,11,1,0,0,0,4.9
"""Apple's tech support has me on the verge of a meltdown!""",Apple,negative,54,9,1,1,0,0,5.1
"""My patience for Google's constant bugs is worn thin!""",Google,negative,53,7,1,0,0,0,6.6
"""Apple's updates are slower than molasses in January!""",Apple,negative,54,7,1,1,0,0,6.9
"""Google's interface feels like a maze designed by a lunatic!""",Google,negative,60,8,1,0,0,0,6.6
"""If I wanted a slow device, I wouldn't have shelled out for this Apple product!""",Apple,negative,80,14,1,1,0,0,4.9
"""Google Maps can't navigate its way out of a paper bag!""",Google Maps,negative,52,9,1,0,0,0,4.8
"""The audacity of Apple to charge this much for such mediocre tech!""",Apple,negative,70,12,1,1,0,0,5
"""Every Google software update is a fresh circle of torment!""",Google,negative,58,8,1,0,0,0,6.1
"""You'd think Apple could afford to make updates that don't wreck my device!""",Apple,negative,76,13,1,1,0,0,5
"""Google's 'tech support' is like a bad joke!""",Google,negative,43,6,1,0,0,0,6
"""Apple's user interface is about as friendly as a rabid porcupine!""",Apple,negative,67,10,1,1,0,0,5.9
"""Does Google enjoy making its users feel like they're losing their mind?""",Google,negative,74,12,1,0,0,0,5.4
"""Apple's software designers must have been sleepwalking!""",Apple,negative,56,6,1,1,0,0,7.8
"""The sheer incompetence of Google's UI design makes my blood boil!""",Google,negative,67,10,1,0,0,0,5.9
"""Apple updates are a new level of torment, each worse than the last!""",Apple,negative,70,12,1,1,0,0,5
"""Google's privacy policies make me feel violated!""",Google,negative,50,6,1,0,0,0,7.2
"""I'd get more use out of an Apple-shaped paperweight!""",Apple,negative,49,8,1,1,0,0,5.4
"""Why does Google have to turn the simplest things into a brain teaser?!""",Google,negative,68,11,1,0,0,0,5.4
"""My patience with Apple's terrible battery life has run dry!""",Apple,negative,61,9,1,1,0,0,5.9
"""I wouldn't wish Google's app store on my worst enemy!""",Google,negative,54,9,1,0,0,0,5.1
"""Using this Apple software is like pulling teeth!""",Apple,negative,49,7,1,1,0,0,6
"""Is it too much to ask for a Google device that doesn't freeze every hour?""",Google,negative,74,13,1,0,0,0,4.9
"""Apple's tech support could drive a saint to madness!""",Apple,negative,52,7,1,1,0,0,6.4
"""If I have to suffer through another Google bug, I'm going to lose it!""",Google,negative,66,12,1,0,0,0,4.8
"""Apple updates move slower than a turtle in peanut butter!""",Apple,negative,56,9,1,1,0,0,5.4
"""Google's interface is like trying to solve a Rubik's cube blindfolded!""",Google,negative,72,10,1,0,0,0,6.4
"""I've seen better customer service at a drive-thru than from Apple!""",Apple,negative,68,11,1,1,0,0,5.4
"""The bugs on this Google device are driving me up the wall!""",Google,negative,60,10,1,0,0,0,5.3
"""Apple's price gouging has reached a new low!""",Apple,negative,44,7,1,1,0,0,5.4
"""iPhone battery drains faster than a tub with a hole!""",iPhone,negative,54,9,1,1,0,0,5
"""What's the point of an iPad if it freezes every five minutes!""",iPad,negative,63,10,1,1,0,0,5.5
"""Google Pixel's camera quality is an insult to my eyes!""",Google Pixel,negative,58,8,1,0,0,0,6.1
"""MacBook's trackpad is about as useful as a chocolate teapot!""",MacBook,negative,62,9,1,1,0,0,5.8
"""Google Docs' user interface is a labyrinth of confusion!""",Google Docs,negative,57,8,1,0,0,0,6
"""iPod touch is so outdated, it belongs in a museum!""",iPod touch,negative,50,8,1,1,0,0,5.3
"""Is it Google Sheets or a jigsaw puzzle? Can't tell!""",Google Sheets,negative,52,8,1,0,0,0,5.6
"""Apple Watch's fitness tracker is more like a fiction tracker!""",Apple Watch,negative,64,8,1,1,0,0,7
"""Google Chrome freezes more often than an Antarctic lake!""",Google Chrome,negative,57,7,1,0,0,0,7.1
"""AirPods Pro? More like AirPods No!""",AirPods Pro,negative,36,6,1,1,0,0,5.1
"""Google Drive is about as reliable as a chocolate fire guard!""",Google Drive,negative,62,9,1,0,0,0,5.8
"""The new iPhone's facial recognition couldn't recognize my face if I painted it on!""",iPhone,negative,87,15,1,1,0,0,4.7
"""Google's Android is about as smooth as sandpaper!""",Android,negative,51,7,1,0,0,0,6.3
"""Apple's iCloud is a storm cloud in my digital sky!""",iCloud,negative,52,8,1,1,0,0,5.6
"""Ever tried editing a photo in Google Photos? It's a nightmare!""",Google Photos,negative,68,11,1,0,0,0,5.2
"""The Siri assistant couldn't find a coffee shop if I was standing in it!""",Siri,negative,71,12,1,1,0,0,5
"""Google's Gmail spam filters are as useful as a chocolate teapot!""",Gmail,negative,68,9,1,0,0,0,6.3
"""Apple Music is like a one-man band, out of tune and rhythm!""",Apple Music,negative,61,10,1,1,0,0,5.1
"""Google Search, where good answers go to die!""",Google Search,negative,45,7,1,0,0,0,5.6
"""Apple's iMessage is like playing Chinese whispers, half my messages don't get delivered!""",iMessage,negative,92,14,1,1,0,0,5.6
"""Google Calendar's reminders are about as punctual as a snail!""",Google Calendar,negative,64,9,1,0,0,0,6
"""Apple's HomePod plays music like a tin can!""",HomePod,negative,45,7,1,1,0,0,5
"""Why is the iPhone battery as reliable as a broken clock?""",iPhone,negative,60,10,1,1,0,0,5
"""Ever tried to navigate with Apple Maps? It's like being guided by a blindfolded mole!""",Apple Maps,negative,83,13,1,1,0,0,5.3
"""The MacBook Pro is a pro at just one thing: overheating!""",MacBook Pro,negative,60,10,1,1,0,0,5
"""Google Docs' collaboration feature is a frustrating maze!""",Google Docs,negative,60,6,1,0,0,0,8.6
"""iPod Touch, the so-called 'music player', is more like a white noise generator!""",iPod Touch,negative,81,12,1,1,0,0,5.8
"""Google Pixel's supposed 'Night Sight' is more like 'Blind Night'!""",Google Pixel,negative,68,9,1,0,0,0,6.5
"""Siri is about as smart as a sack of rocks!""",Siri,negative,42,8,1,1,0,0,4.4
"""Google Drive's load time? Might as well be a sundial!""",Google Drive,negative,55,9,1,0,0,0,5.1
"""Apple Watch's 'life-saving' heart sensor is a fickle joke!""",Apple Watch,negative,63,7,1,1,0,0,7.6
"""Google Sheets formulas are like a riddle wrapped in an enigma!""",Google Sheets,negative,67,9,1,0,0,0,6.4
"""AirPods Pro's noise cancellation? More like noise amplification!""",AirPods Pro,negative,71,8,1,1,0,0,7.6
"""The iCloud storage price is daylight robbery!""",iCloud,negative,46,6,1,1,0,0,6.5
"""Ever tried editing a photo in Google Photos? It's like trying to paint with a toothpick!""",Google Photos,negative,90,15,1,0,0,0,5
"""Google Chrome eats RAM like it's going out of style!""",Google Chrome,negative,52,8,1,0,0,0,5.6
"""Apple Music's interface is a cluttered mess!""",Apple Music,negative,47,6,1,1,0,0,6.8
"""Google's Android system is as friendly as a porcupine!""",Android,negative,56,7,1,0,0,0,6.9
"""Apple's HomePod sound quality is on par with a tin can!""",HomePod,negative,60,9,1,1,0,0,5.7
"""Google Search gives so many irrelevant results, it's like finding a needle in a haystack!""",Google Search,negative,94,15,1,0,0,0,5.3
"""Apple's iMessage delivery is as unpredictable as a lottery!""",iMessage,negative,61,8,1,1,0,0,6.6
"""Google Calendar's alerts are as timely as a late train!""",Google Calendar,negative,61,8,1,0,0,0,6.6
"""The iPhone's FaceID is a perfect disappointment!""",iPhone,negative,51,6,1,1,0,0,7.2
"""Google Maps took me on a scenic tour to a dead end!""",Google Maps,negative,54,9,1,0,0,0,5
"""Google's Pixel Buds are like stuffing rocks in your ears!""",Pixel Buds,negative,59,9,1,0,0,0,5.6
"""Apple's Final Cut Pro editing is a nightmare that doesn't end!""",Final Cut Pro,negative,64,9,1,1,0,0,6.1
"""The Google Play Store is a disorganized jumble!""",Google Play Store,negative,52,6,1,0,0,0,7.5
"""iMac's performance is as slow as molasses!""",iMac,Negative,48,7,1,1,0,0,5.9
"""Ever used Google Meet? It's like talking through tin cans and string!""",Google Meet,Negative,76,12,1,0,0,0,5.4
"""Apple Pay is as secure as a paper bag in a storm!""",Apple Pay,Negative,56,9,1,1,0,0,5.2
"""Gmail's spam filter works like it's been greased with butter!""",Gmail,Negative,68,10,1,0,0,0,5.8
"""Google Assistant has the intelligence of a pet rock!""",Google Assistant,Negative,56,7,1,0,0,0,7
"""The iPad Pro isn't pro at anything but draining my wallet!""",iPad Pro,Negative,61,10,1,1,0,0,5.1
"""Ever tried Google Forms? Feels like filling out paperwork in the 90s!""",Google Forms,Negative,78,12,1,0,0,0,5.5
"""Apple's Smart Keyboard isn't so smart after all!""",Smart Keyboard,Negative,49,7,1,1,0,0,6
"""Google's Nest thermostat? More like a fussy weather vane!""",Nest Thermostat,Negative,64,8,1,0,0,0,7
"""Apple Pencil's precision is as good as drawing with a potato!""",Apple Pencil,Negative,65,10,1,1,0,0,5.5
"""Google's Fit app is a complete workout in frustration!""",Google Fit,Negative,55,8,1,0,0,0,6.1
"""Apple's AirTag, or should I say, 'LoseTag'?""",AirTag,Negative,44,6,1,1,0,0,6.3
"""Google's Duo app drops calls faster than a hot potato!""",Google Duo,Negative,62,9,1,0,0,0,5.9
"""Apple's Magic Mouse? More like a disappearing act!""",Magic Mouse,Negative,56,6,1,1,0,0,7.7
"""Google's Fitbit is about as accurate as a broken clock!""",Fitbit,Negative,58,9,1,0,0,0,5.4
"""Apple's App Store is a labyrinth of confusion!""",App Store,Negative,50,6,1,1,0,0,7.2
"""Google Stadia's game lag is like playing in slow motion!""",Google Stadia,Negative,65,9,1,0,0,0,6.2
"""The Apple TV remote is a tiny tormentor!""",Apple TV Remote,Negative,46,6,1,1,0,0,6.7
"""Google's Pixel Slate is about as responsive as a sloth!""",Pixel Slate,Negative,60,8,1,0,0,0,6.5
"""Apple's EarPods might as well be made of tin foil!""",EarPods,Negative,56,8,1,1,0,0,6
"""Google's Chromecast can't stream worth a flip!""",Chromecast,Negative,50,6,1,0,0,0,7.3
"""Safari browser is as sluggish as a snail on valium!""",Safari,Negative,54,7,1,1,0,0,6.7
"""Google's Pixelbook is as useful as a chocolate teapot!""",Pixelbook,Negative,60,8,1,0,0,0,6.5
"""Apple's Logic Pro X is about as logical as a Monty Python sketch!""",Logic Pro X,Negative,75,11,1,1,0,0,5.8
"""Google Photos storage limits make about as much sense as a fish riding a bicycle!""",Google Photos,Negative,93,14,1,0,0,0,5.6
"""Google Drive’s sync is as reliable as a chocolate fireguard!""",Google Drive,Negative,72,10,1,0,0,0,6.1
"""iCloud's storage pricing feels like a daylight robbery!""",iCloud,Negative,58,6,1,1,0,0,8.2
"""Google Docs' formatting? More like a wonky jigsaw puzzle!""",Google Docs,Negative,67,8,1,0,0,0,7.3
"""Apple Watch battery life is shorter than a goldfish's memory!""",Apple Watch,Negative,68,9,1,1,0,0,6.4
"""Google Translate, please stop butchering languages!""",Google Translate,Negative,52,5,1,0,0,0,8.6
"""Find My iPhone? More like ‘Lose My iPhone’ with its accuracy!""",Find My iPhone,Negative,72,10,1,1,0,0,6.1
"""Google Calendar notifications are as subtle as a foghorn!""",Google Calendar,Negative,70,8,1,0,0,0,7.6
"""Apple's Siri gives advice like a clueless GPS!""",Siri,Negative,49,7,1,1,0,0,6
"""Google Sheets' lag is as slow as a three-legged turtle!""",Google Sheets,Negative,69,9,1,0,0,0,6.4
"""Apple Music's UI is about as intuitive as a Rubik's Cube!""",Apple Music,Negative,66,9,1,1,0,0,6.3
"""Google's Pixel Buds are as comfortable as a bed of nails!""",Pixel Buds,Negative,67,9,1,0,0,0,6.3
"""FaceTime's connection is as stable as a house of cards!""",FaceTime,Negative,63,8,1,1,0,0,6.9
"""Google Play Store's search is as efficient as finding a needle in a haystack!""",Google Play Store,Negative,98,12,1,0,0,0,7
"""Apple's MacBook Air runs as hot as a stove!""",MacBook Air,Negative,51,7,1,1,0,0,6.3
"""Google Home Mini's sound is as tinny as a toy radio!""",Google Home Mini,Negative,68,9,1,0,0,0,6.3
"""Apple's MagSafe is as secure as a door with no lock!""",MagSafe,Negative,59,9,1,1,0,0,5.7
"""Google Classroom is as organized as a yard sale!""",Google Classroom,Negative,61,7,1,0,0,0,7.4
"""iMessage's sync issues drive me up the wall!""",iMessage,Negative,50,7,1,1,0,0,6
"""Google Earth’s navigation is about as smooth as sandpaper!""",Google Earth,Negative,69,9,1,0,0,0,6.6
"""Apple's HomePod has the voice recognition of a brick wall!""",HomePod,Negative,68,9,1,1,0,0,6.3
"""Android's security feels about as secure as a sieve!""",Android,Negative,58,8,1,0,0,0,6
"""Apple's iTunes is as intuitive as trying to read hieroglyphs!""",iTunes,Negative,71,9,1,1,0,0,6.9
"""Google's Android Auto's interface is as cluttered as a hoarder's basement!""",Android Auto,Negative,84,10,1,0,0,0,7.3
"""Apple's AirPods Pro are as comfortable as cactus earbuds!""",AirPods Pro,Negative,66,8,1,1,0,0,7.1
"""Gmail’s spam filter works as efficiently as a broken sieve!""",Gmail,Negative,68,8,1,0,0,0,7.6
"Just got the latest iPhone, and guess what? Battery drains faster than a leaky faucet! #AppleFail #iPhone",iPhone,negative,105,17,1,1,0,2,5.235294118
My iPad crashed again! Is this some kind of feature? I can't believe I spent money on this. #iPadIssues #AppleDisappointment,iPad,negative,124,20,1,1,0,2,5.25
"Android users beware! The latest update killed my phone's performance. Thanks, Google. #AndroidFail #Google",Android,negative,107,14,1,0,0,2,6.714285714
My Android app just crashed in the middle of an important task. How am I supposed to get anything done? #AndroidAppFail #GooglePlay,Android,negative,131,22,1,0,0,2,5
"Seriously, Apple? Another dongle I need to buy just to use my iPhone with a normal pair of headphones? #AppleRipOff #iPhoneAccessories",iPhone,negative,134,21,1,1,0,2,5.428571429
"My iPad keeps freezing, and the support team isn't helpful at all. Thanks for the premium experience, Apple. #iPadTroubles #AppleSupportFail",iPad,negative,140,20,1,1,0,2,6.05
"Just downloaded a popular Android app, and it's full of intrusive ads. Way to ruin the user experience, Google. #AndroidAppProblems #GoogleAds",Android,negative,142,21,1,0,0,2,5.80952381
The battery life on my iPhone is abysmal! Why do I even bother charging it anymore? #iPhoneBatteryProblems #AppleDiscontent,iPhone,negative,123,18,1,1,0,2,5.888888889
"Ugh, another iPad update, and it still doesn't fix the annoying lag issues. Are they even trying to improve it? #iPadUpdatesSuck #AppleFrustration",iPad,negative,146,22,1,1,0,2,5.681818182
"Why does every Android phone have different bloatware apps? Google, give us a clean Android experience! #BloatwareProblems #GoogleAndroid",Android,negative,137,18,1,0,0,2,6.666666667
"Is it just me, or does Apple release a new iPhone every month? Can't keep up with this expensive cycle. #iPhoneOverload #AppleGreed",iPhone,negative,131,22,1,1,0,2,5
"My iPad won't connect to Wi-Fi properly, even after multiple attempts. Apple, why are you ignoring this issue? #iPadWi-FiTroubles #AppleNeglect",iPad,negative,143,20,1,1,0,2,6.2
"Google, your Android app permissions are out of control. It's like you want to spy on our lives! #AndroidPrivacyIssues #GoogleDataHunger",Google,negative,136,20,1,0,0,2,5.85
"Another day, another iPhone bug. When will Apple start prioritizing quality over profit? #iPhoneGlitches #ApplePriorities",iPhone,negative,121,15,1,1,0,2,7.133333333
"I'm done with iPads! Just spent a fortune on a new one, and it's already acting up. #iPadRegrets #AppleDisappointment",iPad,negative,117,19,1,1,0,2,5.210526316
"Android updates are a joke! They take forever to arrive, and when they do, they break more than they fix. #AndroidUpdateNightmare #GoogleFail",Android,negative,141,22,1,0,0,2,5.454545455
"Apple, how about fixing the terrible autocorrect on iPhones instead of adding unnecessary emojis? #iPhoneAutocorrectFail #ApplePriorities",iPhone,negative,137,16,1,1,0,2,7.625
"My iPad is heating up like a portable oven. Thanks for the mini-heatwave, Apple! #iPadHeatIssues #AppleOverheating",iPad,negative,114,16,1,1,0,2,6.1875
Google Play Store keeps showing irrelevant app recommendations. Do they even know what I like? #GoogleAppSuggestions #AppStoreMess,Google,negative,130,17,1,0,0,2,6.705882353
I can't believe Apple charges a premium for their products and still includes a slow charger in the box. #iPhoneChargerWoes #AppleStinginess,iPhone,negative,140,21,1,1,0,2,5.714285714
Is there a contest for the most annoying iPad notifications? Because Apple would win hands down. #iPadNotificationOverload #AppleIrritation,iPad,negative,139,18,1,1,0,2,6.777777778
"Android app developers, please optimize your apps for different screen sizes! Sick of the stretched interfaces. #AndroidAppScaling #GoogleNeglect",Android,negative,145,18,1,0,0,2,7.111111111
"Another day, another iPhone app update that makes things worse. Can't they get anything right? #iPhoneAppFrustration #AppleUpdates",iPhone,negative,130,17,1,1,0,2,6.705882353
"My iPad battery is draining even when it's idle. Apple, you really need to work on battery management! #iPadBatteryDrain #AppleInefficiency",iPad,negative,139,20,1,1,0,2,6
"Google Maps, how hard is it to give accurate directions? Sending me to the wrong place again! #GoogleMapsFail #GoogleNavigation",Google,negative,127,19,1,0,0,2,5.736842105
"Just got the latest iPhone, and the camera quality is worse than my old flip phone. Seriously, Apple? #iPhoneCameraFail #AppleQuality",iPhone,negative,133,20,1,1,0,2,5.7
My iPad's screen is scratched within a week of use. What happened to Apple's so-called durability? #iPadScratchProne #AppleDurabilityFail,iPad,negative,137,18,1,1,0,2,6.666666667
Android's app store is a mess! Half the apps don't even work properly. Google needs to clean up their act. #AndroidAppStoreDisaster #GoogleIncompetence,Android,negative,151,22,1,0,0,2,5.909090909
"Another iPhone update, another set of broken features. Can't they test anything before releasing it? #iPhoneUpdateDisappointment #AppleTesting",iPhone,negative,142,17,1,1,0,2,7.411764706
"My iPad's battery health dropped dramatically after just a few months. Apple, this is unacceptable! #iPadBatteryDegradation #AppleQualityIssues",iPad,negative,143,17,1,1,0,2,7.470588235
Can't believe the latest iPhone update. My battery is draining faster than ever! #iPhoneFail #Apple,iPhone,negative,99,15,1,1,0,2,5.666666667
"Google's new social network, Google Circles, is a disaster. No one is using it! #GoogleSocialFail #Google",Google Circles,negative,105,16,1,0,0,2,5.625
Just bought Google TV and regretting it already. Nothing good to watch! #GoogleTVFail #Google,Google TV,negative,93,14,1,0,0,2,5.714285714
"iPhone users, beware of the DST change. Your alarm might mess up! #iPhoneProblems #Apple",iPhone,negative,88,14,1,1,0,2,5.357142857
Google Hotpot is a joke. Not as good as other services. #GoogleHotpotFail #Google,Google Hotpot,negative,81,13,1,0,0,2,5.307692308
My iPhone battery is dying so quickly. Need to carry a portable charger all the time. #iPhoneBatteryProblems #Apple,iPhone,negative,115,18,1,1,0,2,5.444444444
"OMG, iPad is freezing again! Why did I spend money on this crap? #iPadFail #Apple",iPad,negative,81,15,1,1,0,2,4.466666667
Google's Pac-Man doodle is full of bugs. Not impressed. #GoogleDoodles #Google,Google Doodles,negative,78,11,1,0,0,2,6.181818182
iPhone battery life is horrible. Can't even last half a day! #iPhoneBatteryProblems #Apple,iPhone,negative,90,13,1,1,0,2,6
Google TV is a total letdown. Can't find anything interesting to watch. #GoogleTVFail #Google,Google TV,negative,93,14,1,0,0,2,5.714285714
